"","Row.names","Kingdom","Phylum","Class","Order","Family","Genus","Species","Intercept..Est","Intercept..SE","Intercept..t.val","X.Intercept..pval","X.Intercept..pval.padj","Sex","Study","group","Est","SE","t.val","pval","pval.padj","rab.all","rab.win.0","rab.win.1","diff.btw","diff.win","effect","overlap","direct"
"1","e78a758dd0cf4ecdeec205371b241817","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter","unidentified",0.597994296159827,0.360786511187186,1.68296385432372,0.16982828178011,1,"male","Wolfe et al. 2020","Smad3CRCSFBfecal",4.52521364518775,0.857356506218684,5.29136394523418,9.526007227985e-06,0.0225153317220958,1.03728170193418,0.678411577923669,6.57778040947656,5.06353787978332,7.46137616214716,0.635346020808045,0.264705887671908,"Positive"
"2","033f8780e355de102b0fd3b543b478cc","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas",NA,-0.505978169238099,0.250939479151422,-1.9840931098843,0.143589445309975,0.99168231081524,"male","Wolfe et al. 2020","Smad3CRCSFBfecal",6.17469514244808,1.02240516844677,6.07144381233399,7.07934946271456e-08,0.00015197208641954,0.411493442732448,0.199256088413765,5.8660362140468,5.67648166232739,2.9104871123596,1.82002965611171,0.00624427710216559,"Positive"
"3","e827a4c35651c8b1612cf2fc2638d338","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,-0.442634278027594,1.3742254206157,-0.257479678297403,0.694474745263316,0.995696236273696,"male","Song et al. 2022","orchiectomizedAOMDSS",8.7110845541379,1.62600544566522,5.38230334958825,4.96579267569453e-05,0.0440176757577934,6.56504605018752,5.94548357865879,8.73161686901886,2.06183789367152,4.38141650523842,0.440620108174934,0.291731720374187,"Positive"
"4","08577b6aac2f5f6555ea43652073b45e","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","uncultured","uncultured_bacterium",5.57162359716739,0.668409002573911,8.99380087856339,0.000110414529014741,0.00830753046425782,"male","Tashiro et al. 2020","Pectin",-6.71407205757765,0.945273076652298,-7.45367823905637,2.3560963290899e-05,0.00779363904728442,4.18000364791687,4.78347438727384,-0.405036576645013,-5.18900379013713,2.96753028078022,-1.69806262020474,0.0253921488823485,"Negative"
"5","08994f6334d9f43ee60f977cd378a121","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured","unidentified",5.96298334998728,0.896501798027093,6.96129136666437,3.00064390483746e-05,0.00927002516405879,"male","Tashiro et al. 2020","Pectin",-6.67086349272003,1.26784500146178,-5.40133182062325,0.000231557498891441,0.0494495918697705,5.30590617594035,5.78278303272306,-0.0523323225764134,-6.19921886851745,3.524793619596,-1.68576537598534,0.0234391542853116,"Negative"
"6","0b0494e8514853f77d926100320d2cf2","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","[Eubacterium]_coprostanoligenes_group","[Eubacterium]_coprostanoligenes_group","uncultured_bacterium",7.06580710196821,1.03910913075183,7.00441647487211,4.14376645373317e-06,0.00133782554488467,"male","Tashiro et al. 2020","Pectin",-8.03138005054179,1.46952222549495,-5.60828676350282,7.80865793662214e-05,0.0260729232329196,5.04363288322959,6.7724302128341,-0.388918460771691,-7.3758323605064,4.60987292700879,-1.50332571807568,0.0878910335387965,"Negative"
"7","102ebfe1ea2610313d56c3442f02c3b7","d__Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia",NA,7.99379972432996,0.858734203987594,9.31363055775875,5.43746183482192e-10,1.9209366055691e-07,"male","Tashiro et al. 2020","Pectin",7.58330464012197,1.21443355775292,6.24556882311611,9.76586186614163e-07,0.000352742629469855,12.7925926358622,11.8180355223068,15.9975473684125,4.03523971096613,3.43286930196758,1.17796769073829,0.0506830004475135,"Positive"
"8","37a90abf181b684611b3eabfd5dfa715","d__Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus",NA,2.55662901148158,1.01150015007797,2.62946143930526,0.0269514758870035,0.935922560095471,"male","Tashiro et al. 2020","Pectin",11.254596184289,1.43047723058269,8.1757462881542,1.10052059091132e-06,0.000395391247017854,2.55592594568706,1.74774272046557,13.743296849175,12.2566107259014,2.70872334816383,4.47486286876096,0.000137056276785441,"Positive"
"9","3920e3f781deba9bdcd294ebb3a06431","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","uncultured",NA,-1.75450781185337,0.990965604466968,-1.76949235004976,0.192643485616264,0.971573790865492,"male","Tashiro et al. 2020","Cellulose",7.93855803984498,1.40143699768244,5.88947910790108,0.000154439339274139,0.0379702045344342,0.0783401236271315,-1.02749281704219,6.27282788425453,7.18844973958582,3.04187556074406,2.39169449884276,0.00196888864670557,"Positive"
"10","467182e7c24e45f1dae500092292f434","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",NA,3.97718344325512,0.612860302829085,6.81003995585396,4.11076998407875e-05,0.0125547520755414,"male","Tashiro et al. 2020","Pectin",-4.94638046306571,0.866715352100975,-5.83097866830871,6.68193161705733e-05,0.0221725054454747,3.63260395854575,4.15911753182366,-0.3575535763714,-4.86213183534028,2.75330660926357,-1.67372969217378,0.0233934640071253,"Negative"
"11","46f43d3fe417eb537a1c421542cd3fbc","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","Lachnospiraceae_bacterium",8.91742981734594,0.870369097147715,10.7097541959014,1.03538325901024e-07,3.44397963021173e-05,"male","Tashiro et al. 2020","Fiberfree",-10.8552737242475,1.23088778145672,-9.14854882241495,5.93904066020084e-07,0.000214706210727739,5.72262114458557,8.71157644216371,-1.27847209779824,-9.09961776829148,6.21864836449719,-1.3411807323119,0.105263489677621,"Negative"
"12","46f43d3fe417eb537a1c421542cd3fbc","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","Lachnospiraceae_bacterium",8.91742981734594,0.870369097147715,10.7097541959014,1.03538325901024e-07,3.44397963021173e-05,"male","Tashiro et al. 2020","Pectin",-8.95113501384099,1.23088778145673,-7.51122388818887,1.34137317353566e-06,0.000469892064169674,5.72262114458557,8.71157644216371,0.558305088793771,-6.84189776182446,7.0564961322326,-0.823402777763091,0.25195322959305,"Negative"
"13","4f0327d92b133d32fecd7992814c7398","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Hungatella",NA,-2.67924576736525,1.06891287723185,-2.52560335479778,0.0693197261517941,0.879361136499244,"male","Tashiro et al. 2020","Pectin",12.1216705861189,1.51167108797653,8.25732615127356,3.58445908081059e-07,0.000129308944754043,-0.568688644569296,-1.65993199955022,10.2177236978837,11.3715127212302,4.01536827181278,2.77944286674389,0.000137056276785441,"Positive"
"14","5b3a936420780cb578d24f7acf86fa00","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","Lachnospiraceae_bacterium",6.05164163149677,0.855925814368774,7.43910115852194,2.95152402926316e-05,0.0090426404990028,"male","Tashiro et al. 2020","Fiberfree",-8.01992954064571,1.21046189506556,-6.89375125014522,2.24297876859347e-05,0.00808297782285583,3.62245747293085,5.49409979278586,-1.21087009729948,-6.23158815287776,5.16727843394006,-1.11870552664924,0.132553859214197,"Negative"
"15","5b3a936420780cb578d24f7acf86fa00","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","Lachnospiraceae_bacterium",6.05164163149677,0.855925814368774,7.43910115852194,2.95152402926316e-05,0.0090426404990028,"male","Tashiro et al. 2020","Pectin",-7.35003027632609,1.21046189506556,-6.28615176363079,5.2408220708124e-05,0.0174174040254093,3.62245747293085,5.49409979278586,-0.571464078542364,-5.33249781648781,5.5116665658085,-0.883622256032631,0.17773455024556,"Negative"
"16","6384780b6f2772d3125d3179601767fb","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",NA,-2.01482182314103,1.08368059273773,-1.86086573090175,0.165024633556731,0.954620733722978,"male","Tashiro et al. 2020","Pectin",11.5617426009139,1.53255579153021,7.72965035023794,2.89328674815792e-06,0.00103514728142896,0.828927419757427,-0.305808045284799,10.7546164510109,10.5314763190013,4.57304563914107,2.42311825980339,0.000137056276785441,"Positive"
"17","681b8604b8939af77212d71fee9731cd","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Lachnospiraceae_bacterium",7.31622883077592,0.817071301409705,9.2483707708016,1.12707473634518e-07,3.75434542409893e-05,"male","Tashiro et al. 2020","Pectin",-8.53934624810581,1.15551331587944,-7.52266925977927,9.66621774706189e-07,0.000338823030730235,6.18823573504247,7.42241586749879,-0.478809864855462,-8.65692092350375,4.228619038793,-1.9551838865409,0.0155970383678886,"Negative"
"18","6bb6aad559c5eaeb22b2eef7874ef038","d__Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella","uncultured_bacterium",5.18314453868021,0.569090432214625,9.35494882462319,1.14083336659228e-07,3.78898563482221e-05,"male","Tashiro et al. 2020","Cellulose",-3.84127215124378,0.804815407454688,-4.84416251749514,0.000129816023254395,0.0464418356828979,5.14273632208024,5.56522209687617,1.90032363803421,-3.88846772717032,1.99501136347628,-1.84174408225617,0.0058660882265042,"Negative"
"19","7c78654f543601d0840aaa5d38f887fd","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group",NA,5.78947844877946,0.968463022828311,6.20953138329529,0.000118721953244094,0.0307425268795592,"male","Tashiro et al. 2020","Fiberfree",-7.84410048851934,1.36961354154064,-5.88626671927698,0.000160941761503918,0.0339569817539006,2.27217052870523,6.02197842270992,-1.34391256612922,-7.32268021147648,6.22935524210011,-1.0270415692989,0.142578357353459,"Negative"
"20","7f0f77a94d40d857e8533e871318cab3","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,7.01402486488775,0.837203813443748,8.60662158658784,4.69194663390144e-07,0.000154895579125488,"male","Tashiro et al. 2020","Cellulose",-7.25729064701725,1.18398498744262,-6.20648407886314,5.91169870535306e-06,0.00213345539187695,6.22916134760697,6.97365749099248,0.775422165251911,-6.67396580672576,3.73047967625727,-1.83662499380181,0.00390865404955307,"Negative"
"21","82c25eb50099d3b163d4c2a939f8e0c8","d__Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",NA,7.08591947332107,0.601702174735138,12.6269924553678,6.77786388618963e-08,2.25498912010511e-05,"male","Tashiro et al. 2020","Pectin",-6.53682733301276,0.850935376019819,-8.06306186259878,2.77334595931607e-06,0.000956072303456635,5.64407998924023,6.0776316297225,1.37364508758406,-4.9428445144058,2.74428782314145,-1.79150475798105,0.00197273405648325,"Negative"
